run_id,experiment_stage,eligible_for_final_claims,evaluation_role,freeze_commit,freeze_tag,source_experiment_freeze_tag,dataset_fingerprint,config_hash,pack_id,pack_hash,hierarchy,fold,horizon,context,base_model,seed,prediction_hash,summing_matrix_hash,wall_train_sec_sum,top_mae_independent,reconciliation_method,nonnegative,coherence_error_before,coherence_error_after,is_coherent_after,top_mae,bottom_mae_mean,neg_pred_rate
base__cpu_core_weighted__f0__h1__lightgbm__s1__independent__nn0,final_robustness_extension,True,robustness_extension,bb6e12a267e3121c689224c66f605eb9efc63384,final-robustness-extension-freeze-v2,experiment-freeze-v2,bf06dc0e7fe6ff5e,f19707c2a6f24478,lightgbm_seed_robustness,446473103b0cf235,cpu_core_weighted,0,1,32,lightgbm,1,c71cc675e5778ac9,abe0cd1cb9555ccb,5.954262458000812,261.83698941467105,independent,False,172.09132864608608,172.09132864608608,False,261.83698941467105,46.61391014236892,0.0
base__cpu_core_weighted__f0__h1__lightgbm__s1__bottom_up__nn0,final_robustness_extension,True,robustness_extension,bb6e12a267e3121c689224c66f605eb9efc63384,final-robustness-extension-freeze-v2,experiment-freeze-v2,bf06dc0e7fe6ff5e,f19707c2a6f24478,lightgbm_seed_robustness,446473103b0cf235,cpu_core_weighted,0,1,32,lightgbm,1,c71cc675e5778ac9,abe0cd1cb9555ccb,5.954262458000812,261.83698941467105,bottom_up,False,172.09132864608608,0.0,True,237.4052437168076,46.61391014236892,0.0
base__cpu_core_weighted__f0__h1__lightgbm__s1__wls__nn0,final_robustness_extension,True,robustness_extension,bb6e12a267e3121c689224c66f605eb9efc63384,final-robustness-extension-freeze-v2,experiment-freeze-v2,bf06dc0e7fe6ff5e,f19707c2a6f24478,lightgbm_seed_robustness,446473103b0cf235,cpu_core_weighted,0,1,32,lightgbm,1,c71cc675e5778ac9,abe0cd1cb9555ccb,5.954262458000812,261.83698941467105,wls,False,172.09132864608608,0.0,True,235.9759663566457,48.36474936530754,0.0
base__cpu_core_weighted__f0__h1__lightgbm__s1__mint__nn0,final_robustness_extension,True,robustness_extension,bb6e12a267e3121c689224c66f605eb9efc63384,final-robustness-extension-freeze-v2,experiment-freeze-v2,bf06dc0e7fe6ff5e,f19707c2a6f24478,lightgbm_seed_robustness,446473103b0cf235,cpu_core_weighted,0,1,32,lightgbm,1,c71cc675e5778ac9,abe0cd1cb9555ccb,5.954262458000812,261.83698941467105,mint,False,172.09132864608608,0.0,True,235.46737748408017,48.25110440351016,0.0
base__cpu_core_weighted__f0__h1__lightgbm__s2__independent__nn0,final_robustness_extension,True,robustness_extension,bb6e12a267e3121c689224c66f605eb9efc63384,final-robustness-extension-freeze-v2,experiment-freeze-v2,bf06dc0e7fe6ff5e,f19707c2a6f24478,lightgbm_seed_robustness,446473103b0cf235,cpu_core_weighted,0,1,32,lightgbm,2,c71cc675e5778ac9,abe0cd1cb9555ccb,5.985613249002199,261.83698941467105,independent,False,172.09132864608608,172.09132864608608,False,261.83698941467105,46.61391014236892,0.0
base__cpu_core_weighted__f0__h1__lightgbm__s2__bottom_up__nn0,final_robustness_extension,True,robustness_extension,bb6e12a267e3121c689224c66f605eb9efc63384,final-robustness-extension-freeze-v2,experiment-freeze-v2,bf06dc0e7fe6ff5e,f19707c2a6f24478,lightgbm_seed_robustness,446473103b0cf235,cpu_core_weighted,0,1,32,lightgbm,2,c71cc675e5778ac9,abe0cd1cb9555ccb,5.985613249002199,261.83698941467105,bottom_up,False,172.09132864608608,0.0,True,237.4052437168076,46.61391014236892,0.0
base__cpu_core_weighted__f0__h1__lightgbm__s2__wls__nn0,final_robustness_extension,True,robustness_extension,bb6e12a267e3121c689224c66f605eb9efc63384,final-robustness-extension-freeze-v2,experiment-freeze-v2,bf06dc0e7fe6ff5e,f19707c2a6f24478,lightgbm_seed_robustness,446473103b0cf235,cpu_core_weighted,0,1,32,lightgbm,2,c71cc675e5778ac9,abe0cd1cb9555ccb,5.985613249002199,261.83698941467105,wls,False,172.09132864608608,0.0,True,235.9759663566457,48.36474936530754,0.0
base__cpu_core_weighted__f0__h1__lightgbm__s2__mint__nn0,final_robustness_extension,True,robustness_extension,bb6e12a267e3121c689224c66f605eb9efc63384,final-robustness-extension-freeze-v2,experiment-freeze-v2,bf06dc0e7fe6ff5e,f19707c2a6f24478,lightgbm_seed_robustness,446473103b0cf235,cpu_core_weighted,0,1,32,lightgbm,2,c71cc675e5778ac9,abe0cd1cb9555ccb,5.985613249002199,261.83698941467105,mint,False,172.09132864608608,0.0,True,235.46737748408017,48.25110440351016,0.0
base__cpu_core_weighted__f0__h8__lightgbm__s1__independent__nn0,final_robustness_extension,True,robustness_extension,bb6e12a267e3121c689224c66f605eb9efc63384,final-robustness-extension-freeze-v2,experiment-freeze-v2,bf06dc0e7fe6ff5e,f19707c2a6f24478,lightgbm_seed_robustness,446473103b0cf235,cpu_core_weighted,0,8,32,lightgbm,1,56007466c89486dd,abe0cd1cb9555ccb,47.78166774999772,257.1867695524892,independent,False,171.44483583057644,171.44483583057644,False,257.1867695524892,46.43133409300681,0.0
base__cpu_core_weighted__f0__h8__lightgbm__s1__bottom_up__nn0,final_robustness_extension,True,robustness_extension,bb6e12a267e3121c689224c66f605eb9efc63384,final-robustness-extension-freeze-v2,experiment-freeze-v2,bf06dc0e7fe6ff5e,f19707c2a6f24478,lightgbm_seed_robustness,446473103b0cf235,cpu_core_weighted,0,8,32,lightgbm,1,56007466c89486dd,abe0cd1cb9555ccb,47.78166774999772,257.1867695524892,bottom_up,False,171.44483583057644,0.0,True,235.18592707315997,46.43133409300681,0.0
base__cpu_core_weighted__f0__h8__lightgbm__s1__wls__nn0,final_robustness_extension,True,robustness_extension,bb6e12a267e3121c689224c66f605eb9efc63384,final-robustness-extension-freeze-v2,experiment-freeze-v2,bf06dc0e7fe6ff5e,f19707c2a6f24478,lightgbm_seed_robustness,446473103b0cf235,cpu_core_weighted,0,8,32,lightgbm,1,56007466c89486dd,abe0cd1cb9555ccb,47.78166774999772,257.1867695524892,wls,False,171.44483583057644,0.0,True,232.7808041374207,48.13533315680387,0.0
base__cpu_core_weighted__f0__h8__lightgbm__s1__mint__nn0,final_robustness_extension,True,robustness_extension,bb6e12a267e3121c689224c66f605eb9efc63384,final-robustness-extension-freeze-v2,experiment-freeze-v2,bf06dc0e7fe6ff5e,f19707c2a6f24478,lightgbm_seed_robustness,446473103b0cf235,cpu_core_weighted,0,8,32,lightgbm,1,56007466c89486dd,abe0cd1cb9555ccb,47.78166774999772,257.1867695524892,mint,False,171.44483583057644,0.0,True,231.3121134957916,47.52517354815662,0.0
base__cpu_core_weighted__f0__h8__lightgbm__s2__independent__nn0,final_robustness_extension,True,robustness_extension,bb6e12a267e3121c689224c66f605eb9efc63384,final-robustness-extension-freeze-v2,experiment-freeze-v2,bf06dc0e7fe6ff5e,f19707c2a6f24478,lightgbm_seed_robustness,446473103b0cf235,cpu_core_weighted,0,8,32,lightgbm,2,56007466c89486dd,abe0cd1cb9555ccb,48.99742808300107,257.1867695524892,independent,False,171.44483583057644,171.44483583057644,False,257.1867695524892,46.43133409300681,0.0
base__cpu_core_weighted__f0__h8__lightgbm__s2__bottom_up__nn0,final_robustness_extension,True,robustness_extension,bb6e12a267e3121c689224c66f605eb9efc63384,final-robustness-extension-freeze-v2,experiment-freeze-v2,bf06dc0e7fe6ff5e,f19707c2a6f24478,lightgbm_seed_robustness,446473103b0cf235,cpu_core_weighted,0,8,32,lightgbm,2,56007466c89486dd,abe0cd1cb9555ccb,48.99742808300107,257.1867695524892,bottom_up,False,171.44483583057644,0.0,True,235.18592707315997,46.43133409300681,0.0
base__cpu_core_weighted__f0__h8__lightgbm__s2__wls__nn0,final_robustness_extension,True,robustness_extension,bb6e12a267e3121c689224c66f605eb9efc63384,final-robustness-extension-freeze-v2,experiment-freeze-v2,bf06dc0e7fe6ff5e,f19707c2a6f24478,lightgbm_seed_robustness,446473103b0cf235,cpu_core_weighted,0,8,32,lightgbm,2,56007466c89486dd,abe0cd1cb9555ccb,48.99742808300107,257.1867695524892,wls,False,171.44483583057644,0.0,True,232.7808041374207,48.13533315680387,0.0
base__cpu_core_weighted__f0__h8__lightgbm__s2__mint__nn0,final_robustness_extension,True,robustness_extension,bb6e12a267e3121c689224c66f605eb9efc63384,final-robustness-extension-freeze-v2,experiment-freeze-v2,bf06dc0e7fe6ff5e,f19707c2a6f24478,lightgbm_seed_robustness,446473103b0cf235,cpu_core_weighted,0,8,32,lightgbm,2,56007466c89486dd,abe0cd1cb9555ccb,48.99742808300107,257.1867695524892,mint,False,171.44483583057644,0.0,True,231.3121134957916,47.52517354815662,0.0
base__cpu_core_weighted__f0__h16__lightgbm__s1__independent__nn0,final_robustness_extension,True,robustness_extension,bb6e12a267e3121c689224c66f605eb9efc63384,final-robustness-extension-freeze-v2,experiment-freeze-v2,bf06dc0e7fe6ff5e,f19707c2a6f24478,lightgbm_seed_robustness,446473103b0cf235,cpu_core_weighted,0,16,32,lightgbm,1,6e2519659f88c4cf,abe0cd1cb9555ccb,100.04641562499636,263.6458182680166,independent,False,183.11774023810403,183.11774023810403,False,263.6458182680166,47.06120562341504,0.0
base__cpu_core_weighted__f0__h16__lightgbm__s1__bottom_up__nn0,final_robustness_extension,True,robustness_extension,bb6e12a267e3121c689224c66f605eb9efc63384,final-robustness-extension-freeze-v2,experiment-freeze-v2,bf06dc0e7fe6ff5e,f19707c2a6f24478,lightgbm_seed_robustness,446473103b0cf235,cpu_core_weighted,0,16,32,lightgbm,1,6e2519659f88c4cf,abe0cd1cb9555ccb,100.04641562499636,263.6458182680166,bottom_up,False,183.11774023810403,0.0,True,243.2463549015158,47.06120562341504,0.0
