run_id,experiment_stage,eligible_for_final_claims,evaluation_role,freeze_commit,freeze_tag,dataset_fingerprint,config_hash,pack_id,pack_hash,hierarchy,fold,horizon,context,base_model,seed,summing_matrix_hash,wall_train_sec_sum,top_mae_independent,reconciliation_method,nonnegative,coherence_error_before,coherence_error_after,is_coherent_after,top_mae,bottom_mae_mean
base__memory_um__f0__h1__dlinear__s0__independent__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,0,1,32,dlinear,0,abe0cd1cb9555ccb,2.177500207999401,1288970217.5265772,independent,False,405896187.4710493,405896187.4710493,False,1288970217.5265772,269954482.4285871
base__memory_um__f0__h1__dlinear__s0__bottom_up__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,0,1,32,dlinear,0,abe0cd1cb9555ccb,2.177500207999401,1288970217.5265772,bottom_up,False,405896187.4710493,0.0,True,1294588434.3318503,269954482.4285871
base__memory_um__f0__h1__dlinear__s0__wls__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,0,1,32,dlinear,0,abe0cd1cb9555ccb,2.177500207999401,1288970217.5265772,wls,False,405896187.4710493,0.0,True,1272621477.3740215,270074328.9517489
base__memory_um__f0__h1__dlinear__s0__mint__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,0,1,32,dlinear,0,abe0cd1cb9555ccb,2.177500207999401,1288970217.5265772,mint,False,405896187.4710493,0.0,True,1274651157.037978,269953063.9497292
base__memory_um__f0__h8__dlinear__s0__independent__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,0,8,32,dlinear,0,abe0cd1cb9555ccb,1.2366267499983223,1351523873.7521622,independent,False,411277892.719184,411277892.719184,False,1351523873.7521622,262265333.2811841
base__memory_um__f0__h8__dlinear__s0__bottom_up__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,0,8,32,dlinear,0,abe0cd1cb9555ccb,1.2366267499983223,1351523873.7521622,bottom_up,False,411277892.719184,0.0,True,1250599025.5425315,262265333.2811841
base__memory_um__f0__h8__dlinear__s0__wls__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,0,8,32,dlinear,0,abe0cd1cb9555ccb,1.2366267499983223,1351523873.7521622,wls,False,411277892.719184,0.0,True,1273168433.9610877,267428650.1525541
base__memory_um__f0__h8__dlinear__s0__mint__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,0,8,32,dlinear,0,abe0cd1cb9555ccb,1.2366267499983223,1351523873.7521622,mint,False,411277892.719184,0.0,True,1266422328.8764336,265909607.69162023
base__memory_um__f0__h16__dlinear__s0__independent__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,0,16,32,dlinear,0,abe0cd1cb9555ccb,1.1813521669992042,1349931371.2096462,independent,False,414229236.4238867,414229236.4238867,False,1349931371.2096462,261870716.21953335
base__memory_um__f0__h16__dlinear__s0__bottom_up__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,0,16,32,dlinear,0,abe0cd1cb9555ccb,1.1813521669992042,1349931371.2096462,bottom_up,False,414229236.4238867,0.0,True,1245082125.597914,261870716.21953335
